sour or bitter in taste	Food and drink
a swaggering tough; usually one acting as an agent of a political faction	Textile and clothing
language that is spoken or written; "he has a gift for words"; "she put her thoughts into words"	Language and linguistics
a town in south central Michigan	Geography and places
a variety of the English elm with erect branches and broader leaves	Biology
a female comedian	Media
treat inconsiderately or harshly	Philosophy and psychology
appealing to or using the intellect; "satire is an intellectual weapon"; "intellectual workers engaged in creative literary or artistic or scientific labor"; "has tremendous intellectual sympathy for oppressed people"; "coldly intellectual"; "sort of the intellectual type"; "intellectual literature"	Philosophy and psychology
believe or accept without questioning or challenge; "Am I supposed to swallow that story?"	Law and crime
made infertile	Health and medicine
write in counterpoint; "Bach perfected the art of counterpointing"	Music
(of tumors, e.g.) slow to heal or develop and usually painless; "an indolent ulcer"; "leprosy is an indolent infectious disease"	Health and medicine
brush turkeys	Animals
a disposition to be distant and unsympathetic in manner	Philosophy and psychology
in an outstanding manner or to an outstanding degree; "she was outstandingly successful in her profession"	Philosophy and psychology
the physically discrete element that Darwin proposed as responsible for heredity	Philosophy and psychology
the act of copying or making a duplicate (or duplicates) of something; "this kind of duplication is wasteful"	Philosophy and psychology
construct or form a web, as if by weaving	Textile and clothing
make overcast or cloudy; "Fall weather often overcasts our beaches"	Physics and astronomy
having only superficial plausibility; "glib promises"; "a slick commercial"	Philosophy and psychology
something expected (as on the basis of a norm); "each of them had their own anticipations"; "an indicator of expectancy in development"	Philosophy and psychology
hysteria with cataleptic symptoms	Health and medicine
sliders; red-bellied terrapin	Animals
treat by applying evacuated cups to the patient's skin	Health and medicine
a member of the Mayan people of south central Guatemala	Language and linguistics
possessing an education (especially having more than average knowledge)	Philosophy and psychology
of dark purple tinted with brown	Heraldry, honors, and vexillology
unproductive especially of the expected results; "a dry run"; "a mind dry of new ideas"	Philosophy and psychology
remove the pith from (a plant)	Biology
of or relating to fatalism; "a fatalist person"	Philosophy and psychology
a cyst containing blood	Health and medicine
the campaign of a candidate to be elected	Politics and government
by a chorus; "chorally accompanied"	Music
the faith of a Zoroastrian sect in India	Religion, mysticism and mythology
type genus of the Pteroclididae	Animals
capable of thinking and expressing yourself in a clear and consistent manner; "a lucid thinker"; "she was more coherent than she had been just after the accident"	Philosophy and psychology
with unconditional and enthusiastic devotion; "heart-whole friendship"; "gave wholehearted support to her candidacy"; "wholehearted commitment"; "demonstrated his whole-souled allegiance"	Philosophy and psychology
English poet (1612-1680)	Literature and theatre
a community of followers of the Wicca religion	Religion, mysticism and mythology
incision into a stenosed cardiac valve to relieve the obstruction	Health and medicine
a special effect created on the stage	Media
obliging; willing to do favors; "made a special effort to be accommodating"	Philosophy and psychology
Ericaceae; Clethraceae; Diapensiaceae; Epacridaceae; Lennoaceae; Pyrolaceae; Monotropaceae	Biology
bleeding of the gums	Health and medicine
the basic unit of money in Barbados	Numismatics and currencies
in a preferential manner; "he was treated preferentially"	Philosophy and psychology
the quality of being difficult; "they agreed about the difficulty of the climb"	Philosophy and psychology
have or formulate in the mind; "think good thoughts"	Philosophy and psychology
in cold blood; "he cold-bloodedly planned the murder of his boss"	Philosophy and psychology
abridged to half its original length	Mathematics
catbirds	Animals
a loosestrife vine	Biology
extract information from a modulated carrier wave	Engineering and technology
a rounded spherical form	Mathematics
lacking a back; "a stool is a backless and armless seat"	Textile and clothing
any boreal low-growing evergreen plant of the genus Diapensia	Biology
a negative; "the nays have it"	Language and linguistics
a genus of Hirundinidae	Animals
the distinctive form in which a thing is made; "pottery of this cast was found throughout the region"	Mathematics
an angle of 180 degrees	Mathematics
a vice that is illegal	Law and crime
am unwanted reflection in an optical system (or the fogging of an image that is caused by such a reflection)	Physics and astronomy
owing gratitude or recognition to another for help or favors etc	Philosophy and psychology
tender, romantic, or nostalgic feeling or emotion	Philosophy and psychology
monetary unit in Jordan	Numismatics and currencies
of or relating to an embolism or embolus	Health and medicine
not large but sufficient in size or amount; "a modest salary"; "modest inflation"; "helped in my own small way"	Mathematics
in a magnanimous manner; "magnanimously, he forgave all those who had harmed him"	Philosophy and psychology
in a curious and prying manner; "`Do you have a boyfriend,' she asked her prospective tenant pryingly"	Philosophy and psychology
showing concern for the rights and feelings of others; "friends considerate enough to leave us alone"	Philosophy and psychology
lacking in rigor or strictness; "such lax and slipshod ways are no longer acceptable"; "lax in attending classes"; "slack in maintaining discipline"	Philosophy and psychology
any surgical procedure that does not involve anesthesia or respiratory assistance	Health and medicine
in a passive manner; "he listened passively"	Philosophy and psychology
a systematic consideration; "he called for a careful exploration of the consequences"	Philosophy and psychology
cause to grow thin or weak; "The treatment emaciated him"	Health and medicine
care and treatment of a convalescent patient	Health and medicine
inflammation of all of the paranasal sinuses	Health and medicine
a moderately slow tempo (a walking pace)	Music
relating to or experiencing synesthesia; involving more than one sense; "synesthetic response to music"; "synesthetic metaphor"	Philosophy and psychology
become rigid; "The body rigidified"	Mathematics
rearing on left hind leg with forelegs elevated and head usually in profile; "a lion rampant"	Animals
relating to or like a gerund; "the gerundial suffix `-ing'"	Language and linguistics
King of the Germans and Holy Roman Emperor (912-973)	Royalty and nobility
a musician who plays the oboe	Music
a disposition toward being alone	Philosophy and psychology
a disposition to laugh	Philosophy and psychology
a system of components assembled together for a particular purpose	Engineering and technology
of or concerned with the science of anthropology; "anthropological studies"	Philosophy and psychology
in an optimal and most desirable way	Philosophy and psychology
used of buildings joined by common sidewalls; "a block of attached houses"	Art, architecture, and archaeology
a variety of aster	Biology
Jesus Christ; considered by Christians to be the promised deliverer	Religion, mysticism and mythology
a genus of Formicariidae	Animals
a device that when pressed will release part of a mechanism	Engineering and technology
(of speech sounds or syllables) of relatively long duration; "the English vowel sounds in `bate', `beat', `bite', `boat', `boot' are long"	Language and linguistics
filled with bewilderment; "at a loss to understand those remarks"; "puzzled that she left without saying goodbye"	Health and medicine
in a doubtful manner; "Gerald shook his head doubtfully"	Philosophy and psychology
the doubling of a word or phrase (as for rhetorical effect)	Language and linguistics
a wildflower of the genus Ratibida	Biology
relating to or being a palace; "the palatial residence"	Art, architecture, and archaeology
a sturdy twill-weave cotton fabric; used for pockets and linings	Textile and clothing
a soft pad placed under a saddle	Textile and clothing
the middle part of the afternoon	Physics and astronomy
in a shrill voice; "she sang rather shrilly"	Music
North American fern	Biology
serows	Animals
softly bright or radiant; "a house aglow with lights"; "glowing embers"; "lambent tongues of flame"; "the lucent moon"; "a sky luminous with stars"	Physics and astronomy
of or relating to Djibouti or its people or culture; "Djiboutian landscape"; "Djiboutian merchants"; "a Djiboutian storyteller"	Philosophy and psychology
a word formed by or containing a repeated syllable or speech sound (usually at the beginning of the word)	Language and linguistics
mostly black African weaverbird	Animals
in a dreadful manner; "as he looks at the mess he has left behind he must wonder how the Brits so often managed to succeed in the kind of situation where he has so dismally failed"	Philosophy and psychology
any member of the genus Fucus	Biology
hymen that is completely closed so that menstrual blood cannot flow out	Health and medicine
mongooses	Animals
any member of the suborder Anthropoidea including monkeys and apes and hominids	Animals
be abundant or plentiful; exist in large quantities	Mathematics
maintain in safety from injury, harm, or danger; "May God keep you"	Health and medicine
a variety of goldenrod	Biology
of or relating to ethnology; "ethnological field work"	Philosophy and psychology
weave into plaits; "plait hair"	Textile and clothing
of or relating to the science of ecology; "ecological research"	Biology
abuse with coarse language	Language and linguistics
an ester of glycerol	Chemistry and mineralogy
the removal of minerals and mineral salts from a liquid (especially from water)	Chemistry and mineralogy
people who perform a particular kind of skilled work; "he represented the craft of brewers"; "as they say in the trade"	Philosophy and psychology
a prefabricated structure	Mathematics
a small town in southern Pennsylvania; site of a national cemetery	Geography and places
suitable for feeding directly into a computer	Computing
play music in a public place and solicit money for it; "three young men were busking in the plaza"	Music
Cape buffalo	Animals
a negative; "his no was loud and clear"	Language and linguistics
(ballet) the height of a dancer's leap or jump; "a dancer of exceptional elevation"	Physics and astronomy
unite chemically so that the product is easily broken down into the original compounds	Chemistry and mineralogy
have in one's aspect; wear an expression of one's attitude or personality; "He always wears a smile"	Philosophy and psychology
the ordinal number of thirty-six in counting order	Mathematics
an environmentalist political party	Politics and government
any ameba of the genus Endamoeba	Biology
leprosy characterized by tumors in the skin and cutaneous nerves	Health and medicine
pain caused by heat	Health and medicine
a self-sustaining nuclear reaction; a series of nuclear fissions in which neutrons released by splitting one atom leads to the splitting of others	Chemistry and mineralogy
a place where something ends or is complete	Biology
as in a melodrama; "here, the hero is melodramatically reunited with the heroine"	Media
United States playwright (1915-2005)	Literature and theatre
United States physician who first described the XXY-syndrome (born in 1912)	Health and medicine
to an exceptional degree; "it worked exceptionally well"	Philosophy and psychology
give reasons for; "Can you account for all these absences?"	Philosophy and psychology
cuckoos; touracos; etc.	Animals
make into a whole or make part of a whole; "She incorporated his suggestions into her proposal"	Business, economics, and finance
having gynoecia, or pistils, the ovule-bearing organ of a seed plant	Biology
compel through a sense of shame; "She shamed him into making amends"	Philosophy and psychology
cannot be divided without leaving a remainder	Mathematics
desiring but deprived of sexual gratification	Philosophy and psychology
infant who shows no signs of life after birth	Health and medicine
a very slender waist	Textile and clothing
being characteristic of a boy	Philosophy and psychology
run, stand, or compete for an office or a position; "Who's running for treasurer this year?"	Politics and government
regard or treat with consideration, respect, and esteem; "Please consider your family"	Philosophy and psychology
in a perky manner; "stuck perkily, like a bustle on a woman's skirt"	Philosophy and psychology
an exorbitant price; "what they are asking for gas these days is highway robbery"	Business, economics, and finance
gorillas	Animals
cloudiness of the urine	Health and medicine
a doctor's degree with a special disciplinary focus	Education
plays a small part in a dramatic production	Media
reliable in operation or effect; "a quick and certain remedy"; "a sure way to distinguish the two"; "wood dust is a sure sign of termites"	Philosophy and psychology
puffbirds	Animals
moving with quick light steps; "she walked lightsomely down the long staircase"	Physics and astronomy
holding securities or commodities in expectation of a rise in prices; "is long on coffee"; "a long position in gold"	Business, economics, and finance
a member of the mixed Dravidian and Caucasian people of southern India and Sri Lanka	Language and linguistics
move by being propelled by a force; "The car drove around the corner"	Transport and travel
a formative one-cell layer of tissue between xylem and phloem in most vascular plants that is responsible for secondary growth	Biology
syphilis of the central nervous system	Health and medicine
do over, as of (part of) a house; "We are remodeling these rooms"	Art, architecture, and archaeology
ordered well; "well-ordered work habits"	Philosophy and psychology
lure or entice away from duty, principles, or proper conduct; "She was seduced by the temptation of easy money and started to work in a massage parlor"	Philosophy and psychology
an angle that is not a right angle or a multiple of a right angle	Mathematics
a nobleman (duke or marquis or earl or viscount or baron) who is a member of the British peerage	Royalty and nobility
binturongs	Animals
make into fiction; "The writer fictionalized the lives of his parents in his latest novel"	Literature and theatre
a genus of Malaconotinae	Animals
a paying (taxi) passenger	Transport and travel
capable of fertilizing female organs	Biology
of northern Eurasia	Animals
of or relating to or resulting in redemption; "a redemptive theory about life"- E.K.Brown	Religion, mysticism and mythology
extreme prejudice	Philosophy and psychology
an industrial city in southeastern Brazil across the bay from Rio de Janeiro	Geography and places
in an emotional manner; "at the funeral he spoke emotionally"	Philosophy and psychology
have a firm conviction as to the goodness of something; "John believes in oat bran"	Philosophy and psychology
taking heed; giving close and thoughtful attention; "heedful of the warnings"; "so heedful a writer"; "heedful of what they were doing"	Philosophy and psychology
in a disrespectful and insulting manner; "he behaves insultingly toward his parents"	Philosophy and psychology
be cognizant or aware of a fact or a specific piece of information; possess knowledge or information about; "I know that the President lied to the people"; "I want to know who is winning the game!"; "I know it's time"	Philosophy and psychology
a genus of Apodidae	Animals
the worldly possessions of a church	Religion, mysticism and mythology
a full length mirror mounted in a frame in which it can be tilted	Physics and astronomy
put a dressing on; "dress the salads"	Food and drink
(of businesses and businessmen) unscrupulous; "a shady operation"	Philosophy and psychology
a variety of club moss	Biology
glassworts	Biology
a sudden sharp noise; "the crack of a whip"; "he heard the cracking of the ice"; "he can hear the snap of a twig"	Music
used of the side of cloth or clothing intended to face inward; "socks worn wrong side out"	Textile and clothing
any branch of Shinto other than Kokka	Religion, mysticism and mythology
change (a compound) into an ester	Chemistry and mineralogy
form vertical ribs by knitting; "A ribbed sweater"	Textile and clothing
undergo reversion, as in a mutation	Biology
a psychologist trained in psychophysics	Philosophy and psychology
domestic activities or life; "making a hobby of domesticity"	Philosophy and psychology
increase in volume; "the dough rose slowly in the warm room"	Mathematics
the condition of being essential or indispensable	Philosophy and psychology
fruit juice especially when undiluted	Food and drink
rabbis collectively	Religion, mysticism and mythology
an industrial town in north central Alabama	Geography and places
the sum of the exponents of the variables in the term	Mathematics
one of two branches of the aorta that pass between the two layers of the mesentery to the intestines	Health and medicine
provide with abilities or understanding; "She was never equipped to be a dancer"	Philosophy and psychology
Canadian novelist (1874-1942)	Literature and theatre
of or relating the principles of cybernetics; "cybernetic research"	Philosophy and psychology
move with or as if with a tremor; "his hands shook"	Health and medicine
a Roman Catholic priest who acts for another higher-ranking clergyman	Religion, mysticism and mythology
resistant to penetration by grease or oil or wax; "greaseproof wrapping paper"	Chemistry and mineralogy
utter obscenities or profanities; "The drunken men were cursing loudly in the street"	Language and linguistics
gerbils	Animals
whip with or as if with a wire whisk; "whisk the eggs"	Food and drink
in synchrony; in a synchronous manner; "in four-chambered hearts, the two auricles move synchronously"	Philosophy and psychology
lacking and reflecting lack of pity or compassion; "humans are innately inhumane; this explains much of the misery and suffering in the world"; "biological weapons are considered too inhumane to be used"	Philosophy and psychology
a poet who is unofficially regarded as holding an honorary position in a particular group or region; "she is the poet laureate of all lyricists"; "he is the poet laureate of Arkansas"	Literature and theatre
combine with carbon	Chemistry and mineralogy
a town in northern Michigan on an arm of Lake Michigan	Geography and places
marigolds	Biology
a movie without a soundtrack	Media
chiefly American herbs: sanicle	Biology
make an investment; "Put money into bonds"	Business, economics, and finance
the century from 1901 to 2000	Physics and astronomy
annual or perennial herbs or subshrubs; mainly Mediterranean	Biology
state capital of New York; located in eastern New York State on the west bank of the Hudson river	Geography and places
data processing fast enough to keep up with an outside process	Computing
a type of ascomycetous fungus	Biology
in a dishonorable manner or to a dishonorable degree; "his grades were disgracefully low"	Philosophy and psychology
reasoned and reasonable judgment; "it made a certain kind of logic"	Philosophy and psychology
feeling worry or concern or insecurity; "She was afraid that I might be embarrassed"; "terribly afraid of offending someone"; "I am afraid we have witnessed only the first phase of the conflict"	Philosophy and psychology
in an incisive manner; "he was incisively critical"	Philosophy and psychology
a persistent but subordinate motif	Music
the quality of being inconclusive	Philosophy and psychology
the seed-producing cone of a fir tree	Biology
parasitic fungi having globose and sometimes necked or beaked perithecia	Biology
large in capacity; "she carried a capacious bag"	Mathematics
in a breezy manner; "he swings breezily into the title song"	Philosophy and psychology
a Siouan language spoken by the Ofo	Language and linguistics
the act of reproducing recorded sound; "he was allowed to hear the playback of his testimony"	Music
monetary unit in Botswana	Numismatics and currencies
remove the vas deferens; "many men choose to be vasectomized as a form of safe birth control"	Health and medicine
relating to the blood disorder of agranulocytosis	Health and medicine
having two leaves	Biology
foul-mouthed or obscene abuse	Philosophy and psychology
such as to provoke dislike	Philosophy and psychology
cause to regain consciousness; "The doctors revived the comatose man"	Health and medicine
having convergent strabismus	Health and medicine
a Spanish female Gypsy	Language and linguistics
give as a gift	Religion, mysticism and mythology
a bishop in one of several Eastern Orthodox Churches in North America	Religion, mysticism and mythology
very early; "the wee hours of the morning"	Mathematics
the ordinal number of one quintillion in counting order	Mathematics
exhibiting self-importance; "big talk"	Philosophy and psychology
effervescent wine	Food and drink
removal of gallstone through an incision in the gallbladder	Health and medicine
noisy talk	Computing
assign to a specific task; "The ambulances were detailed to the fire station"	Warfare and defense
in a tolerant manner; "he reacts rather tolerantly toward his son's juvenile behavior"	Philosophy and psychology
a commercial mix for making lemonade	Food and drink
the cyclohexanol ester of phthalic acid	Chemistry and mineralogy
bitterns	Animals
dip into a liquid; "He dipped into the pool"	Chemistry and mineralogy
an alloy whose main constituent is nickel	Chemistry and mineralogy
in a punctilious manner; "he launched into a long history of the birth of communism, giving credit punctiliously to the work of Marx and Engels"	Philosophy and psychology
a stout cylindrical cactus of the southwest United States and adjacent Mexico	Biology
subject to punishment by law; "a penal offense"	Law and crime
a tract of land set aside for picnicking	Geography and places
behave extremely cruelly and brutally	Philosophy and psychology
by descent through the female line	Philosophy and psychology
play incorrectly, e.g., play a wrong note	Music
soft leather from deerskin or lambskin	Textile and clothing
(usually followed by `of') solicitously caring or mindful; "protective of his reputation"	Philosophy and psychology
the script (derived from Aramaic) used to write the Uighur language	Language and linguistics
a genus of Cercopithecidae	Animals
flavored with vanilla extract; "he liked vanilla ice cream"	Food and drink
relating or belonging to the class of compounds not having a carbon basis; "hydrochloric and sulfuric acids are called inorganic substances"	Chemistry and mineralogy
a variety of aster	Biology
with distrust; "she looked at him distrustfully"	Philosophy and psychology
a positional system of numeration that uses octal digits and a radix of eight	Mathematics
greatly desired	Philosophy and psychology
having one horn	Animals
capable of being easily stretched and resuming former size or shape	Mathematics
aware or knowing; "a witting tool of the Communists"	Philosophy and psychology
whydahs	Animals
of or relating to expressionism; "expressionist art"	Art, architecture, and archaeology
a variety or mutation of the peach that has a smooth skin	Food and drink
a deified spirit of the Pueblo people	Religion, mysticism and mythology
relating to discipline in behavior; "disciplinary problems in the classroom"	Philosophy and psychology
a salt or ester of lactic acid	Chemistry and mineralogy
of or relating to the mind; "mental powers"; "mental development"; "mental hygiene"	Philosophy and psychology
a sling made with brandy	Food and drink
relating to or part of a binding legal agreement; "contractual obligations"	Law and crime
susceptible to criticism or persuasion or temptation; "vulnerable to bribery"; "an argument vulnerable to refutation"	Philosophy and psychology
hit a tennis ball backhand	Sport and recreation
a stimulus with desirable consequences	Philosophy and psychology
of or relating to abnormal neuromuscular activity characterized by rapidly alternating muscle contraction and relaxation; "clonic spasm"	Health and medicine
free of encumbrance; "inherited an unencumbered estate"	Law and crime
the topmast next above the mainmast	Warfare and defense
prolapse of the uterus	Health and medicine
equipped with appropriate wearing apparel and accessories; "children properly outfitted for school"; "equipt in the...national dress of the Scottish people"- Sir Walter Scott	Textile and clothing
play riffs	Music
a contract granting use or occupation of property during a specified time for a specified payment	Law and crime
at a very fast tempo (faster than allegro)	Music
of or relating to a grammatical paradigm; "paradigmatic inflection"	Language and linguistics
manakins	Animals
a butcherbird of western North America; grey with white underparts	Animals
of or pertaining to accent or stress	Language and linguistics
a bachelor's degree in naval science	Education
behaving in or having a mild or gentle manner	Philosophy and psychology
having received what was desired	Philosophy and psychology
a location in the northeastern part of a country, region, or city	Physics and astronomy
oystercatchers	Animals
having a long sharp point	Mathematics
stand up on the hind legs, of quadrupeds; "The horse reared in terror"	Animals
an undifferentiated embryonic cell	Biology
a rule that is adequate to permit work to be done	Philosophy and psychology
relating to circulatory system or to circulation of the blood	Health and medicine
having or showing or conforming to good taste	Philosophy and psychology
availability in printed form; "we've got to get that story into print"; "his book is no longer in print"	Computing
extant archosaurian reptile	Animals
something illusory and unattainable	Philosophy and psychology
functional equality	Mathematics
in a manner or to an extent that is well known; "in his famously anecdotal style"	Philosophy and psychology
eaten away as by acid or oxidation	Chemistry and mineralogy
become converted into ions	Chemistry and mineralogy
deeply religious; "a god-fearing and law-abiding people" H.L.Mencken	Religion, mysticism and mythology
American finches	Animals
excessive compensation	Law and crime
of a firearm; having rifling or internal spiral grooves inside the barrel	Warfare and defense
raise trivial objections	Philosophy and psychology
male wood duck	Animals
giving attention	Philosophy and psychology
a brindle-coated American hound used in hunting bears and wild boars	Animals
of or relating to or supporting Buddhism; "Buddhist sculpture"	Religion, mysticism and mythology
resolute adherence to your own ideas or desires	Philosophy and psychology
any of various carnivorous insects of the order Mecoptera	Animals
a semiabstract painting	Art, architecture, and archaeology
of or relating to or determined by psychology; "psychological theories"	Philosophy and psychology
any owl that has a screeching cry	Animals
throw forcefully	Sport and recreation
contrary to your interests or welfare; "adverse circumstances"; "made a place for themselves under the most untoward conditions"	Philosophy and psychology
a racehorse that is two years old	Animals
a variety of cat's foot	Biology
linen or cotton articles for a bed (as sheets and pillowcases)	Textile and clothing
a loose stitch catching only a thread or two of fabric; designed to be invisible from the right side	Textile and clothing
the act of interweaving a hairpiece with your own hair	Textile and clothing
indulge in fantasies; "he is fantasizing when he says he plans to start his own company"	Philosophy and psychology
each member of a pair of homologous chromosomes separates independently of the members of other pairs so the results are random	Biology
(of light rays) converging on a point; "focused light rays can set something afire"	Physics and astronomy
monetary unit in Papua New Guinea	Numismatics and currencies
give a transfusion (e.g., of blood) to	Health and medicine
a city on an offshore island in northeast Brazil	Geography and places
call before a court to answer an indictment	Law and crime
a plant of the genus Haplopappus	Biology
in an intuitive manner; "inventors seem to have chosen intuitively a combination of explosive and aggressive sounds as warning signals to be used on automobiles"	Philosophy and psychology
an inexpensive restaurant	Food and drink
relating to or characteristic of the visual defect aniseikonia	Health and medicine
properties attributable to your ancestry; "he comes from good origins"	Biology
build again; "The house was rebuild after it was hit by a bomb"	Art, architecture, and archaeology
the authority of a lord	Computing
unarmed woody rhizomatous perennial plant distinguished from wild sarsaparilla by more aromatic roots and panicled umbels; southeastern North America to Mexico	Biology
position 50 in a countable series of things	Warfare and defense
a gaseous hydrocarbon C4H6; used in making synthetic rubbers	Chemistry and mineralogy
affecting extreme elegance in dress and manner	Philosophy and psychology
having carbon atoms linked in open chains	Chemistry and mineralogy
the ordinal number of one hundred seventy-five in counting order	Mathematics
undergo transfer from one compound to another; "amino groups can transaminate"	Chemistry and mineralogy
an artificial language	Language and linguistics
of or pertaining to or characteristic of the Episcopal church; "the Episcopal hierarchy"; "married by an Episcopalian minister"	Religion, mysticism and mythology
remove iodine from; "de-iodinate the thyroxine"	Chemistry and mineralogy
showing a lack of attention or care; "inattentive students"; "an inattentive babysitter"	Philosophy and psychology
roughness of nap produced by long woolly hairs	Textile and clothing
in an incomparable manner or to an incomparable degree; "she is incomparably gifted"	Philosophy and psychology
willingness to recognize and respect the beliefs or practices of others	Philosophy and psychology
a voter who votes illegally at different polling places in the same election	Politics and government
marked by extreme intensity of emotions or convictions; inclined to react violently; fervid; "fierce loyalty"; "in a tearing rage"; "vehement dislike"; "violent passions"	Philosophy and psychology
one of the items to be considered	Mathematics
a Roman Catholic order of mendicant preachers founded in the 13th century	Religion, mysticism and mythology
legendary friend of Gilgamish	Religion, mysticism and mythology
United States journalist (1889-1974)	Literature and theatre
with passionate fervor; "both those for and against are fervently convinced they speak for the great majority of the people"; "a fierily opinionated book"	Philosophy and psychology
sympathy arising from a kind heart	Philosophy and psychology
a structure that has been erected	Mathematics
of parasites especially rust fungi; completing the entire life cycle on a single host; "autoecious rust fungi"	Biology
a long and elaborate misrepresentation	Philosophy and psychology
a painting created with paint that is made by mixing the pigments with water and a binder	Art, architecture, and archaeology
in an unfortunate way; "sadly he died before he could see his grandchild"	Philosophy and psychology
comfrey	Biology
of or located in the upper part of a town; "uptown residential areas"	Geography and places
experiencing motion sickness	Health and medicine
a signal to proceed	Transport and travel
being of coordinate importance, rank, or degree	Philosophy and psychology
common edible European bivalve	Food and drink
the acts or rites of worshiping devils	Religion, mysticism and mythology
cock of the rocks	Animals
thinking that is coherent and logical	Philosophy and psychology
a month in the Revolutionary calendar	Physics and astronomy
presumptuously arrogant; "had a witty but overweening manner"; "no idea how overweening he would be"- S.V.Benet; "getting a little uppity and needed to be slapped down"- NY Times	Philosophy and psychology
prick with a needle	Textile and clothing
of the grey-green color of sage leaves	Biology
a branch of the Tai languages	Language and linguistics
eye disease consisting of an opaque white spot on the cornea	Health and medicine
criticism of yourself	Philosophy and psychology
a delayed effect of a drug or therapy; "the drug had unexpected aftereffects"	Health and medicine
a word in the genitive case that is used as an attributive adjective; "an example of the attributive genetive is `John's' in `John's mother'"	Language and linguistics
of or relating to arthrospores	Biology
with honesty; "he was rightly considered the greatest singer of his time"	Philosophy and psychology
Old World thrushes	Animals
characteristic of Cockneys or their dialect; "cockney vowels"	Language and linguistics
answer back	Law and crime
chiefly arboreal birds especially of the order Coraciiformes	Animals
a checker that has been moved to the opponent's first row where it is promoted to a piece that is free to move either forward or backward	Games and video games
excessively and uncomfortably conscious of your appearance or behavior; "self-conscious teenagers"; "wondered if she could ever be untidy without feeling self-conscious about it"	Philosophy and psychology
the decisive point	Language and linguistics
having been passed along from generation to generation; "among Biblical critics a tralatitious interpretation is one received by expositor from expositor"	Philosophy and psychology
a polyhedron some of whose plane sections are concave polygons	Mathematics
in a wanton manner; "the animals were killed wantonly for sport"	Philosophy and psychology
of a chemical compound having a ring with seven members	Chemistry and mineralogy
exaggerated and arrogant properness	Philosophy and psychology
a town in Louisiana on the Red River	Geography and places
indistinctly understood or felt or perceived; "a faint clue to the origin of the mystery"; "haven't the faintest idea"	Philosophy and psychology
the traffic lane for vehicles that are moving rapidly	Transport and travel
type genus of the Hippopotamidae	Animals
of or relating to plants that climb by means of tendrils	Biology
convert to another faith or religion	Religion, mysticism and mythology
of or relating to the stomach and intestines; "a gastrointestinal disorder"	Health and medicine
the contraction of chromatin towards one side of the nucleus during the prophase of meiosis	Biology
precisely accurate; "a veracious account"	Mathematics
any celestial body visible (as a point of light) from the Earth at night	Physics and astronomy
an unfriendly disposition	Philosophy and psychology
behavior that conforms to social conventions of the time; "it is not good form to brag about winning"	Philosophy and psychology
free from impediment or obstruction or hindrance; "an unobstructed view"	Mathematics
regional anesthesia resulting from the use of a local anesthetic to deaden the pudendal nerves in the region of the vulva and labia majora; used to ease discomfort during childbirth	Health and medicine
true vampire bats	Animals
an undergarment with shirt and drawers in one piece	Textile and clothing
necessitate or exact; "the water shortage compels conservation"	Philosophy and psychology
an evil act not necessarily punishable by law; "crimes of the heart"	Law and crime
a branch of the Tai languages	Language and linguistics
monetary unit in Pakistan	Numismatics and currencies
a city in southern Malawi; was the capital until 1971	Geography and places
California quail	Animals
lead up to and soften by sounding the dissonant note in it as a consonant note in the preceding chord; "prepare the discord in bar 139"	Music
the property possessed by a slope that is very gradual	Mathematics
with impatience; in an impatient manner; "he answered her impatiently"	Philosophy and psychology
type genus of the Agamidae	Animals
turn over pages; "leaf through a book"; "leaf a manuscript"	Literature and theatre
characterized by avoidance or withdrawal	Philosophy and psychology
having two centers	Mathematics
of or pertaining to or characteristic of the Baptist church; "Baptistis baptismal practices"	Religion, mysticism and mythology
a solution containing chemicals that can change the color of a photographic print	Chemistry and mineralogy
dress in a bonnet	Textile and clothing
capable of or involving speech or speaking; "human beings--the speaking animals"; "a speaking part in the play"	Language and linguistics
thornbills	Animals
hasty impulsiveness	Health and medicine
woodruff	Biology
an illegible scrawl; "his signature was just a squiggle but only he could make that squiggle"	Language and linguistics
with regard to cognition; "cognitively skillful"	Philosophy and psychology
oilbirds	Animals
fungi having carbonous perithecia with long necks	Biology
grow leaves; "the tree foliated in Spring"	Biology
the exchange of spoken words; "they were perfectly comfortable together without speech"	Language and linguistics
baboons	Animals
a city in northern Ghana	Geography and places
a sandwich made from a western omelet	Food and drink
with evasion; in an evasive manner; "her husband seemed to know many of the people who were named, but he replied evasively when asked who they were"	Philosophy and psychology
of or relating to or characteristic of the grand duchy of Luxemburg or its people	Royalty and nobility
fast-growing sturdy Japanese fern; cultivated for their attractive broad dark-green pinnate fronds	Biology
with taste; in a tasteful manner; "the house was tastefully decorated"	Philosophy and psychology
a tentative attempt	Sport and recreation
indiscriminate slaughter; "a bloodbath took place when the leaders of the plot surrendered"; "ten days after the bloodletting Hitler gave the action its name"; "the valley is no stranger to bloodshed and murder"; "a huge prison battue was ordered"	Warfare and defense
a genus of Vespertilionidae	Animals
with ineptitude; in an incompetent manner; "he performed his functions ineptly"	Philosophy and psychology
apply a bandage or medication to; "dress the victim's wounds"	Health and medicine
in a vague way; "he looked vaguely familiar"; "he explained it somewhat mistily"	Philosophy and psychology
foreseeing the future	Philosophy and psychology
100 puls equal 1 afghani in Afghanistan	Numismatics and currencies
keenly perceptive or alert; "quick-sighted into the faults of the time"- Leonard Bacon	Philosophy and psychology
